Supporting Information,,,,,,
Prediction of Energetic Material Properties from Electronic Structure using 3D Convolutional Neural Networks,,,,,,
Alex D. Casey,,"School of Mechanical Engineering, Purdue University, West Lafayette, Indiana 47907, USA",alex.casey.13@gmail.com,,,
CCOC(=O)N1C2=C(O)ON=C2NC(=N)C1=O,-904.7695467,4.195212372,5.2296,1.628,-140.075,test
CC(=N)NC1=NN2C(=NNN=C2OC=O)C1=O,-879.7816614,2.679526252,4.2876,1.614,23.963,test
CC(OC1=C(O)N=C(N1C)[N+]([O-])=O)C(=O)C#N,-904.6407653,3.212873612,5.6676,1.589,-69.218,train
CC(=O)C1=C2OC(=C(N)N2C=NC1=O)[N+]([O-])=O,-903.4586615,3.662953476,6.9151,1.792,-73.312,test
CC(=N)OC(=O)C(COC=O)N=C1ON=NO1,-941.7915916,5.272519616,2.4717,1.567,-133.95,train
CC(=NO)C1=C(C(O)=O)C(=O)C(=N)ON=N1,-865.2984683,3.721730532,3.8807,1.653,-39.915,train
CC(=O)C(CO)C(=O)OC1=C(NC=O)N=NO1,-925.7986261,4.852100396,7.0821,1.597,-181.754,train
CC1NC(=O)NC(=O)NC2=C(O)OC(=N2)C1=O,-904.7821383,4.181334456,1.5801,1.731,-159.65,test
CC(=O)OC(=N)C1OC(CO)OC(=O)OC1=N,-946.9201218,6.200707292,4.1155,1.581,-263.654,train
CC(C(O)=O)C(=O)OC1=NC=NNC(=O)C1=O,-924.6267276,4.135891084,3.2325,1.641,-187.979,train
CC1NC(=O)OC2=C1OC=C2[N+]([O-])=O,-755.860285,4.441477352,7.5454,1.649,-106.086,test
CC(=N)OCC(=O)C1=NN2C(ON=NC2=N)=N1,-879.7634071,3.358727788,0.4081,1.574,34.892,test
CC(=O)C1=NC(N)=C(NC(C(O)=O)C(O)=O)O1,-925.8834108,4.205008548,5.7478,1.636,-236.546,train
CC1=NOC2=NC(O)=C(OC(=O)N=CN12)C#N,-882.4022206,3.80146052,8.7078,1.708,-26.113,test
CC(=N)OC1=NC(=N)N=C(O)OC(O)=C(O)N1,-921.9598786,4.620257564,3.2711,1.624,-106.796,train
CC(N)C1=NC(=O)C2=NC(=O)OC2=NC(=O)O1,-903.5481794,3.124980144,5.4304,1.634,-128.418,test
CC(O)(C(O)C#N)C(=O)C(=O)C1=NNN=C1O,-904.7148677,4.357121392,6.6239,1.639,-118.131,train
CC(=O)OC1=NC(OC(CO)=NCC=O)=NO1,-925.7884142,5.902740272,2.1841,1.541,-172.041,train
CC1=NN(C=C(OC(N)=O)C1=N)C1=NON=N1,-879.7718831,3.89534054,5.633,1.615,33.146,test
CC(O)CNC(=O)C(=O)OC1=NOC(=O)O1,-907.5986715,4.445286976,4.7535,1.638,-258.737,train
CC1=CC(=O)N2N=C(C=O)N=C(N=C12)[N+]([O-])=O,-882.3241797,3.281446844,6.9907,1.624,27.254,test
CC(=N)OC1=NC2=NNC(=N)N2C(=C1)[N+]([O-])=O,-879.7378699,2.155430836,2.9324,1.611,54.739,test
CC(OC(=O)C#N)(C#N)C1=NON=C(O)C1=O,-902.2016703,4.671143256,5.3411,1.66,-31.086,train
CN1CC2=C(N=C(O2)[N+]([O-])=O)C1(C#N)C(O)=O,-903.4088092,3.994390764,5.8866,1.648,-44.22,train
CC(O)(C(O)C(N)=O)C(N1N=NN=N1)C(O)=O,-939.2390691,5.345446704,4.2266,1.635,-132.99,train
CC1(N)C(=O)OCC2=C(OC1=O)C(=N)N=NO2,-904.6685379,4.233852844,2.672,1.61,-81.017,test
CCN1C(=O)OC(=C1O)C1=C(C=NO1)[N+]([O-])=O,-924.5206033,3.742683464,6.7748,1.655,-116.26,test
CC(C(N)=N)C(=O)OC1=NC(=C(N)O1)[N+]([O-])=O,-921.9464001,4.543248736,5.9627,1.643,-110.603,train
CC(=O)NC1=NC(=N)NC(=O)C(=O)N=C1O,-845.6117143,4.905979364,7.038,1.667,-114.565,test
CC(CC1=NOC(O)=NC1=O)(OC=N)C(O)=O,-925.8234261,5.285036952,5.8029,1.664,-192.56,train
CC(=O)C1=C(O)OC(=N)NC(=O)C(O)=C(N)O1,-925.843407,3.963097424,3.4505,1.636,-199.804,train
CC(=O)C(=O)OCC(CC1=NC(O)=NO1)=NO,-925.7767784,5.090746128,7.0958,1.611,-161.929,train
CCOC1=NC(=O)N(C2=NON=N2)C(=N)O1,-861.5576812,5.663550308,6.9282,1.622,-36.972,test
CC1NC(=O)OC(=N)C(=O)C(=O)C(O)C1=NO,-925.769694,4.093440988,5.402,1.647,-160.485,test
CCNC1=C(O)N=C(OC=NC(=O)O1)C(O)=O,-925.8274622,3.202533204,6.4314,1.633,-195.294,train
CC1=C(N=C(C(O)CO)C(OC=O)=N1)[N+]([O-])=O,-925.7567674,4.16609596,3.1342,1.564,-150.691,train
CCC1=C(O)C(=N)ON=C1OC1=NOC(=N)O1,-904.6559375,4.682300012,2.8487,1.577,-69.932,test
CC(=O)OC1OC(=N)C2OC(=O)C(O)C12O,-891.589802,7.11039108,4.8423,1.637,-288.964,test
CC1=C(NC(=O)C(=O)OCC(O)=O)OC(=N)O1,-945.7445906,3.75928254,5.8535,1.665,-276.499,train
CC(=O)NC1=C(OC2=C1ON=CC2=O)[N+]([O-])=O,-923.2755889,3.946770464,3.9493,1.691,-82.341,test
CC1=NC(=N)C(NC2=NON=N2)=C(O1)C(O)=O,-899.6642758,4.401748416,5.4553,1.634,-27.839,test
CC1=NN(CC(=O)C(=O)C=O)C(=C1O)[N+]([O-])=O,-924.5004918,3.430566412,1.9726,1.583,-104.2,train
CC1=NC(OC2=NOC(=N)O2)=C(N1)C(=O)CO,-904.7246313,4.987342048,6.5778,1.616,-120.018,test
CC(O)(COC(=O)C1=NC(=N)NC(=O)O1)C=O,-925.8729578,4.855365788,3.7567,1.573,-224.844,train
CC(=N)OC(=O)N(C=N)C1=NOC2=C1ON=N2,-899.6042982,5.095916332,1.1533,1.601,10.135,train
CC1=C(N)C(=O)C(OC(=N)NC=O)=NC(=O)O1,-904.770712,3.482812684,6.3412,1.602,-149.65,train
CC(CN1N=NC(OC(=O)C=O)=C1O)=NO,-866.5607523,3.9116675,3.7808,1.605,-90.939,train
CC(OC=N)C1=CC(=O)OC(=N1)N1N=NN=N1,-879.779014,4.529098704,5.6493,1.555,28.612,test
CC1=NC(=O)OC(=N1)C(O)C1=NON=C1C#N,-882.3966205,5.237960884,1.7412,1.612,-21.712,test
CCC1(OC2=C(OC(=O)O1)N=C(O)O2)C#N,-869.2470104,5.639876216,3.8627,1.682,-178.648,test
CC1=NC(=O)C(=N)OC(=O)OC=C(N)OC1=N,-904.7317402,4.315215528,6.9486,1.642,-121.155,test
CC1=NC=NC(=O)OC(O)=NC=NC(O)=CO1,-904.7288417,4.216981652,4.0768,1.599,-114.385,test
CC1=C(CO)OC2=C(ON=N2)N=C(O)C(=O)O1,-924.5315442,4.772098292,5.5962,1.671,-123.355,test
CC1=C(CC(O)=O)OC(=O)C(=NC1=N)[N+]([O-])=O,-924.5226267,4.051535124,5.8083,1.622,-122.529,train
CC(=O)C1=NN(N=C1N)C1=C(O)OC(O)=C1O,-904.73342,3.716832444,1.9956,1.675,-122.965,test
CC(O)(C(O)=O)C1=C2OC(=O)OC2=NOC1=N,-944.4734561,4.247186528,3.7012,1.759,-218.351,test
CC(O)(COC(=O)C1=CN=NO1)C(=N)OC=O,-925.8006301,5.247212828,4.8437,1.54,-173.618,train
CC(=O)CC1=NC(=O)C2=NNN=C(N12)[N+]([O-])=O,-899.5727826,3.316549808,2.9669,1.687,24.24,test
CCC(=O)N1C(=O)N=C(N)C(=O)C(O)=NC1=O,-904.7949025,3.516555068,5.4664,1.682,-167.463,test
CC12NC(=O)C(O)(C(O)=O)C1(OC=O)C2O,-891.5778327,6.275811308,2.703,1.679,-285.01,test
CC(NC1=NON=NC(=O)C1=N)C(N)C(O)=O,-902.0243361,3.162804268,5.5314,1.592,-23.163,train
CC(OC(=N)N=C1NC(O)=NO1)(C#C)C(O)=O,-904.6827604,5.464905628,5.2345,1.63,-95.392,train
CC(=O)OC1=NC=C(O)NC=NC(=O)NC1=O,-904.7547509,4.738628024,3.7434,1.642,-134.4,test
CCC1OCC2=C(NC(=N2)[N+]([O-])=O)OC(=O)O1,-925.7647525,4.40555804,4.1053,1.621,-155.694,test
CCC(O)(C(O)C(O)=O)C1=NC(OC=O)=NO1,-946.9129634,6.156352384,1.9058,1.609,-257.036,train
CCC1NC(=O)C2=NC(=C(O)N2C1=O)[N+]([O-])=O,-904.713307,4.356305044,9.8807,1.684,-114.673,test
CC1=NC(OC(=O)N1)=NC1=NN=C(O)N1,-786.4339933,3.975342644,5.9753,1.74,-64.198,test
CC1(COC(=N)O1)OC(=O)C1=NOC(O)=C1,-870.4627189,5.257825352,4.5436,1.659,-194.979,test
CC(=O)CC1(OCC(O)=O)OC(=O)OCC1=O,-950.7755073,5.892127748,4.0796,1.602,-342.615,train
CCC1=C(OC(=O)C(=O)C=C1C(O)=O)[N+]([O-])=O,-928.3442372,4.050174544,5.5782,1.629,-172.033,train
CCC(=O)C1=C(C(=O)NC(O)=NC1=O)[N+]([O-])=O,-924.5524213,4.316848224,4.6795,1.649,-140.74,train
CC1(OC2=NOC3=NN=C(C1O)N23)C(O)C=O,-904.6344922,5.739470672,3.951,1.701,-63.316,test
CC1=NC(=O)C(=O)C(OC(=O)CO)=NC(N)=N1,-904.7573874,3.955750292,4.3406,1.625,-141.124,train
CCN1C=C(C(O)=C1C1=NOC(=N)O1)[N+]([O-])=O,-904.6425522,3.783500864,3.9264,1.604,-62.143,train
CC1=NC(=O)C2=NOC(=NO2)N=C(O)C(=N)O1,-919.4334412,4.056705328,7.3669,1.768,-13.413,test
CC1C(=O)OC(OC=O)C2OC(=O)C1(O2)C#N,-928.4536645,6.71854404,2.6883,1.642,-247.553,test
CC1C(O)C(=O)C(=O)C(=N)OC(=O)NC1=O,-870.4895162,3.813977856,1.1433,1.634,-210.698,test
CC(O)C(O)C(O)(C(O)=O)C1=C(CO)N=NO1,-948.0892384,5.625726184,4.572,1.613,-254.073,train
CC1=NN2C(=O)N=C(C(=O)C2=CC=N1)[N+]([O-])=O,-882.3057602,2.56741446,6.3687,1.642,39.798,test
CC1=C(OC2=C(O)OC(=N)N2)ON=C1O,-811.2324891,5.343814008,3.2737,1.665,-110.995,test
CCOC1=C(C(=O)C(=NC=N1)C(N)=O)[N+]([O-])=O,-904.6496507,3.687716032,9.0248,1.604,-74.715,train
CC(=NO)C1=NNC(=O)C(=O)N1C(N)=N,-787.5711696,4.8028474,3.4703,1.629,-28.785,train
CC1=NC2=NC(=O)NC(=O)N=C(O)N=C(O1)O2,-919.5976082,4.366645452,7.7564,1.817,-123.192,test
CC(=O)OC1=C(CN)N2C(ON=C2C(O)=O)=N1,-904.7457849,4.244193252,3.7453,1.607,-129.383,train
CC1=NC(=O)OC(=N)C2=CNC(=NO2)C(=O)O1,-903.4600121,4.069766896,2.2983,1.693,-66.076,test
CC(O)COC(=O)C(=O)NC(=O)C1=CN=NO1,-925.8238624,3.966362816,1.2188,1.568,-193.979,train
CC1=C2N(N=NC(=O)N2N=C(O)C1=O)C(N)=O,-899.698927,3.667035216,6.172,1.738,-54.639,train
CCC1=C(N(C(=O)OC)C2=C1ON=N2)[N+]([O-])=O,-904.6130511,4.269772156,1.4947,1.551,-42.084,train
CC(N1C=NN=N1)C1=C(ON=NC1=N)[N+]([O-])=O,-895.7527657,4.557126652,4.0113,1.527,70.9,test
CCOC(C(O)C(=O)N1N=NN=N1)C(=O)CO,-923.1272961,4.164191148,2.8851,1.5,-102.449,train
CC(=O)OC1=NC(=NC2=C(O)NN=C2)N=NN1,-879.8122505,3.198451464,5.656,1.612,7.666,test
CC1=NC(=O)NC=C(C(=N)OC(=O)O1)[N+]([O-])=O,-940.5727138,4.784343512,7.8422,1.751,-115.503,train
CC(N)=NC1=C(N=C2N=NNN=N2)N=C(O)O1,-875.9261316,2.83816988,6.4548,1.674,96.504,test
CC(=O)OCC1=NN(C(=O)NC(N)=N)C(O)=N1,-902.2142631,5.359868852,2.5311,1.572,-147.468,train
CC(OC1=NNC(N)=N1)C1=NON=C(O)C1=O,-900.8406527,3.385395156,4.2364,1.675,-28.353,test
CC1(C=O)N=C(N)C(=O)OC2=C(N=NO2)C1=O,-903.4737247,4.705701988,5.924,1.676,-78.469,test
CC(COC(N)=O)(OC1=CN=NOC1=O)C#N,-904.7010485,4.781622352,8.1814,1.586,-106.26,train
CC12OC(=O)C(N=C(N)OC1OC=N)C(=O)O2,-925.8561029,5.942741324,7.5622,1.689,-215.409,test
CC(=O)C(=O)OC1=C(O)N2N=NOC2=NC1=O,-939.3826563,4.16745654,4.8603,1.819,-119.576,train
CC(OC(=N)C(N)=O)C(C#N)C1=NOC(=O)O1,-904.7513998,6.194448624,4.9186,1.569,-140.393,train
CC(O)C(OC(=O)NC(=N)C#N)C1=NON=N1,-900.8558941,5.40966608,1.6924,1.546,-38.768,train
CC1C(=N)OC(=O)N2C(=O)N=C3N=NOC3=C12,-882.4318372,3.396279796,5.2738,1.707,-40.099,test
CC12CC(=O)C(O)(C1OC(=O)O2)C1=NNN=N1,-904.7541845,5.77158036,6.7726,1.716,-142.235,test
CCC1OC=NC2=NC(OC(=O)NC1=O)=NO2,-904.7206271,5.84913342,7.2923,1.655,-113.656,test
CC1=NN2C(C1=O)=C(N)OC=C2[N+]([O-])=O,-790.0945103,2.823475616,5.0896,1.691,-13.011,test
CC(OC(C(=O)C=O)C1=NNC(=N)O1)C(O)=O,-925.8119231,3.21641112,3.0139,1.583,-188.324,train
CC1=NC(NC(=O)NC=O)=C(OC1=O)C(O)=O,-924.7066142,3.552202264,1.1303,1.658,-237.602,train
CC1=CN=C(O1)C1=C(NC(=C1)[N+]([O-])=O)[N+]([O-])=O,-903.3824882,3.209880336,4.1746,1.616,-16.443,test
CC1(COC1)OC1=NC(O)=NC(=O)C(=O)O1,-870.4614895,5.225715664,3.7366,1.617,-196.818,test
CC1=NOC2=C3N=COC(=O)C(=O)N3C(=N)N12,-882.4171973,3.252330432,2.9787,1.673,-25.445,test
CC1(OC(=N)OC2=C(O)OC3=NN=C1N23)C#N,-882.3724553,5.399325672,5.3785,1.745,-6.869,test
CC1(OC2=C(N=CO2)C(=O)O1)C1=NOC(=O)N1,-923.405981,5.648039696,4.693,1.758,-164.607,test
CC1=CC2=NC(OC3=C(ON=N3)N=C1O)=NO2,-882.3285207,4.200926808,6.3605,1.692,33.756,test
CC1=C(OC(=O)NC(N)=O)C(=O)OC(O)=C1N,-925.9217237,4.204736432,6.2451,1.687,-260.959,train
CC1=NC(COC=O)=C2OC(=O)C(=O)N=NN12,-903.4832868,3.361176832,3.3711,1.609,-83.574,test
CC(C1OC(=N)NC1=O)C(=O)OC(=N)C(O)=O,-925.9033622,5.47769508,4.2143,1.597,-246.239,train
CC1=CC(=O)OC(O)=C(OC(=N)C(=O)O1)C=O,-928.4257313,4.014255232,6.358,1.659,-221.957,test
CC(=O)C(=O)N1C(=O)OC2OCC(C2=O)C1=O,-928.4614809,4.666245168,2.9636,1.652,-251.042,test
CC12OC(=O)OC1=NCC2N1C(O)=NN=C1O,-904.7585825,5.567221244,2.805,1.697,-141.642,test
CC1=C(N)N=C(OC(N)=N)OC(=O)N=C(O)N1,-902.141177,4.497805364,6.2242,1.666,-99.533,train
CC1=NN(C(=O)O1)C1=NC(=O)ON=C1C(O)=O,-939.437603,4.358209856,5.677,1.777,-149.107,test
CC12OCC(O)(C#N)C(OC(=O)O1)C(=O)C2=O,-928.4079315,4.113305456,4.7094,1.701,-222.098,test
CC1=C(O)N=C(C(O)=NC(=N)N=CO1)[N+]([O-])=O,-920.6403918,3.192464912,6.6519,1.674,-29.573,test
CC1=C(OC=N1)N(C=O)C1=NC(=NN1)[N+]([O-])=O,-899.6370246,5.049656612,6.5219,1.658,-15.212,test
CC(=O)CC(C(O)=O)C(=O)OC1=NON=C1N,-925.8148153,5.452116176,7.5944,1.586,-188.724,train
CC1=NC(=O)C2=NC(O)=NC2=NC(=N1)[N+]([O-])=O,-898.3866319,3.64363324,5.2707,1.703,21.16,test
CC1OC2C(OC(=O)O1)C1=C(C2=O)C(O)=NO1,-928.4117801,5.529669236,3.504,1.723,-220.869,test
CC(=O)C1=C(C=O)N=C2ON=C(N=C12)[N+]([O-])=O,-902.1470552,2.578026984,2.018,1.686,11.029,test
CCN=C(NC(=O)C(=O)C=O)N1N=NNC1=O,-900.8983339,4.203103736,6.3678,1.617,-62.81,train
CC1=C(O)N=CN2C(=O)C(=O)NC2=NC(=O)O1,-903.5431836,3.405259624,1.5699,1.706,-123.483,test
CC(C(N)=O)(C(=N)OC1=NON=N1)C(=O)CO,-921.9330044,4.064596692,3.3761,1.602,-93.249,train
CCOC(=O)CN1N=NC2=NC(=O)N=C2N=N1,-879.7204912,3.806086492,4.6097,1.565,60.891,test
CC(N)(C1OCOC(=O)C2=NON=C12)C(O)=O,-925.7896707,5.134012572,8.9675,1.688,-171.498,test
CC(O)(C#C)C(O)C1=NNN=C(C1=O)[N+]([O-])=O,-904.5396383,4.363652176,7.1631,1.646,-12.807,train
CCCN(C=O)C1=NOC(=C1[N+]([O-])=O)[N+]([O-])=O,-941.6337932,3.839828876,1.7223,1.569,-35.554,train
CC(C)(O)C1=NC(OC=O)=C(OC1=O)[N+]([O-])=O,-945.6026184,3.79329704,2.8756,1.613,-182.144,train
CC(=O)C12OCC(OC(N)=O)(OC(=O)O1)C2=O,-965.5906746,5.12666544,6.8347,1.768,-312.869,test
CCC(O)(C(OC=O)C1=NC(O)=NO1)C(O)=O,-946.9241421,5.6872244,4.1758,1.633,-267.78,train
CCC(=O)C1=NC(=O)C(OC(N)=O)=NC(O)=N1,-904.7890388,4.57426996,5.0388,1.601,-161.755,train
CC1=C(O)N=C(CN=C2NC(O)=NOC2=O)O1,-904.7308383,4.661891312,6.7034,1.681,-123.106,test
CC1=C(O)C2=NC(OC=C3ON=NC1=N3)=NO2,-882.2670509,2.716534028,3.8242,1.704,71.535,test
CN1C2=NC(O)=C3ON=C(C=NC(=O)C1=O)N23,-882.3980541,2.85585742,3.663,1.71,-16.752,test
CC(CC(O)C1=C(O)N=C(N1)[N+]([O-])=O)=NO,-867.7456271,3.932620432,6.8434,1.598,-90.462,train
CC(O)COC1=NC(=O)C(=O)NC(=O)C(=O)O1,-945.7198488,4.909788988,5.6429,1.639,-258.671,test
CC1=NC(=O)C(=N)OC(=O)N=CC1=NO,-790.1559528,4.377802208,6.4857,1.632,-49.651,test
CC(=NO)C12COC(=O)C1(OC(=N)O2)C=O,-870.4289362,5.463817164,3.4614,1.661,-173.109,test
CC(OC=O)C(=O)OC1=NC(N)=C(O1)C(O)=O,-945.7652802,5.006118052,2.8265,1.62,-287.85,train
CC1OCCOC(=O)OC2=C(O1)C(O)=C(O)O2,-950.7095794,5.7416476,4.3783,1.669,-298.374,test
CCCOC(=O)C(O)C1=C(N=C(O)O1)[N+]([O-])=O,-946.8404619,4.400659952,1.8995,1.592,-217.562,train
CC1=NC(=NN1)N1C(=N)ON=C1C(=O)C(O)=O,-899.7014587,3.476554016,8.477,1.722,-55.784,test
CCC(=O)N(C(C(O)=O)C(O)=O)C1=NNN=N1,-922.0331749,5.646951232,3.7207,1.692,-161.702,train
CC1(O)C(=O)OC2OC(=N)NC(=O)OCC12O,-946.9460753,6.721809432,1.9761,1.674,-284.253,test
CC1(OC(=O)C(OC=O)OC1C=O)C(=O)C#N,-928.4189357,4.758220376,4.0889,1.603,-226.29,train
CC1=C(OC(=N)N(C=O)C(=N)C=O)ON=C1O,-904.7057501,4.686925984,2.3275,1.56,-102.034,train
CC(NC=O)(C=O)C1=NNC(C=O)=C1[N+]([O-])=O,-904.6643253,3.33750274,5.452,1.631,-79.97,train
CCC(O)C(=O)OC1=NNC(=N)C(=O)C(=O)O1,-925.8052095,3.925817532,2.4155,1.551,-179.609,test
CC(=O)N1N=NN(C1=O)C1=NOC(N)=NC1=O,-915.7116309,4.873053328,6.5696,1.756,-29.216,test
CC1=C(NC2=NOC(=O)O2)NC(C(O)=O)=C1O,-924.6600861,4.731825124,1.9212,1.694,-207.201,test
CC(=O)C(=N)OC(=O)C1=NC(=N)C(=N)NN=N1,-879.770458,3.660504432,2.6356,1.558,33.444,test
CC1=C2N=C(C=O)N=C2C(=N)C(=NO1)[N+]([O-])=O,-882.2756589,3.74567674,5.9442,1.633,59.301,test
CC(=NO)C1=C(C2=C(OC1=O)N=CO2)[N+]([O-])=O,-923.2640386,3.543494552,2.4585,1.707,-73.142,test
CC1=C(O)C2=C(N=NC2=C(O)N1)[N+]([O-])=O,-790.1478778,3.879829928,9.374,1.772,-46.45,test
CC(=O)OC1=NC(=CN1)C(OC(N)=O)C(O)=O,-925.9315205,5.251566684,6.9701,1.657,-264.082,train
CC(OC(N)=O)C1=C(NC(=O)N1)OC(=O)C=O,-925.9030212,2.48441908,4.9579,1.652,-245.165,train
CC(O)C(=O)NC(=O)N1C=NC(C(O)=O)C1=O,-925.918739,5.117413496,4.4752,1.648,-258.158,train
CC1=NN=C2OC(OC3=NC(=N)ON=N3)=NN12,-894.5286595,3.435736616,3.3555,1.721,100.294,test
CC(O)(C1=COC(C(O)=O)=C1O)C1=NON=N1,-924.5570285,4.442021584,4.3877,1.661,-139.726,test
CCC1=C(C(=O)N=C(O)C(=O)N=C1O)[N+]([O-])=O,-924.5281464,4.287731812,5.9725,1.67,-124.642,test
CC1=NN=NN=C(OC2=CNN=N2)C1=NO,-820.4297272,4.00418694,3.2189,1.619,176.434,test
CC1C(=O)OC2(CC#N)OC(=O)OC12OC=O,-928.5063687,6.952019568,3.3927,1.655,-280.901,train
CC(=O)C1=CC(O)=C(O)OC(=O)NC(=O)O1,-890.3572616,3.822957684,3.8155,1.711,-254,train
CC(CN1C=C(O)C(=O)C(=N1)[N+]([O-])=O)C(O)=O,-925.7583613,4.186776776,7.1618,1.629,-154.392,train
CC(=O)C1=NC(=O)C(O)=C(OC(N)=O)C(O)=N1,-924.6556129,4.01235042,2.6415,1.694,-206.051,train
CC(=O)C1=NC=NC(=O)N=COC(OC=O)=N1,-903.517901,4.631958552,3.5287,1.614,-104.942,train
CC1=C(NC(=O)C(=CC=CO1)[N+]([O-])=O)[N+]([O-])=O,-924.3978147,4.3130386,7.8309,1.642,-38.411,test
CC1=NC(=N)OC=C(NC(NC=O)=N1)[N+]([O-])=O,-900.8100516,4.392496472,3.6321,1.615,-3.126,train
CC1=COC(=O)C(=O)OC2=C(O)N=NN2C=N1,-903.4823282,4.092896756,4.531,1.671,-79.737,test
CC1OC2(OC(=O)C1OC2=N)C1=NNC(=N)O1,-904.7359088,5.158775128,4.213,1.659,-128.028,test
CC1=C(N)C(OC(=O)C(O)(CO)C(O)=O)=NO1,-946.9020626,4.856454252,5.0962,1.619,-256.527,train
CC1OC(=O)OC1(CO)C1=NC(O)=NC(O)=N1,-925.9155881,6.126419624,3.6988,1.671,-253.516,test
CC1=NC=NC=C(O)OC(=N1)N1N=NC(O)=N1,-879.7401465,3.02456934,2.9888,1.659,53.115,test
CC(OC=O)C(CC(=O)C1=NON=N1)C(O)=O,-925.7940222,4.93346308,3.667,1.548,-171.974,train
CC1=NC(O)=CC(=N1)N1N=NC(=O)C(=O)N=N1,-878.529208,3.84499908,5.564,1.623,66.314,test
CC(=O)NC1=NC(=O)C(=O)OC2=CN=NN12,-844.3553255,4.954416012,1.1997,1.652,-64.96,test
CC(N=C1ON=C(O)O1)C1=NOC(NC=N)=N1,-900.863461,6.07362912,3.1596,1.614,-42.717,test
CC(NC(N)=O)(C#N)C(O)(C#N)C1=NON=N1,-879.7649086,5.64368584,7.9953,1.612,25.495,train
CC(O)C(OC1=NOC(O)=N1)(C=O)C(O)C#N,-925.7702336,5.573752028,3.884,1.632,-163.312,train
CCC1=C2OC(=O)N=C2N2N=NC(=O)C2=NO1,-882.3592544,3.143211916,4.8936,1.658,7.366,test
CC(=NO)C1OC(=N)C(O1)=NC1=C(N)ON=N1,-900.8343833,4.168000772,7.0692,1.634,-21.476,train
CC(OC1=NOC(=O)O1)C1=NOC(=O)C(=N)N1,-940.6084729,5.348712096,2.9011,1.684,-137.607,test
CN1C2=NC3=NOC(=N)C(=O)N3C2=NNC1=O,-878.6157055,3.731254592,5.1147,1.72,12.862,test
CC(CC(=NO)C1=NN(N=C1O)C(N)=O)=NO,-902.0596339,4.907339944,2.9452,1.616,-48.203,train
CC(=O)C1(OC2=C(OC1=N)C(=O)ON=N2)C=O,-923.3157009,4.256982704,4.149,1.686,-107.598,test
CC(C(O)C(N)=O)C1=NC(C=O)=C(O1)[N+]([O-])=O,-925.7647186,3.29668534,2.9842,1.578,-157.197,train
CCOC(=N)NC(=O)C(=O)N1N=NC(=O)N=N1,-916.8723765,3.954389712,8.233,1.605,-12.719,train
CC(=O)C1=C(O)C(N=C2NC=NO2)=NO1,-790.1598803,4.663524008,2.9553,1.678,-52.419,test
CC(OC=O)C(=O)OC1=NC2=C(O1)C(N)=NO2,-924.5829554,5.543819268,3.6885,1.64,-160.244,train
CC(O)C1=NOC(=O)C(C2=NC(O)=NO2)=C1O,-924.5791366,4.28718758,4.8342,1.711,-155.388,test
CC1OC(=O)C(OC2=NOC(=N)NC2=O)C1O,-925.8148152,5.01917962,3.9667,1.62,-191.715,test
CC(OC(=N)OCC(=O)C1=NON=C1)C(O)=O,-925.7851545,4.546514128,1.8642,1.54,-164.561,train
CC1OC(=O)C(=O)C2OC(=O)C2(O)C1=NO,-890.2759677,5.23551184,5.1027,1.702,-210.25,test
CC1NC(=O)N(C(=N)C(=O)C(O)=O)C(=O)C1O,-925.8908242,4.71577028,5.1433,1.643,-236.451,train
CC(=O)C1(OC(=N)C(OC1=O)C(O)=O)C=O,-890.3567994,5.759063024,2.8066,1.653,-256.26,train
CCOC1=C(N2C(O)=C(O)N=C2O1)[N+]([O-])=O,-886.3914607,2.514896072,6.6513,1.682,-111.93,train
CC1=C(OC(=O)C(O)=O)OC(=N)OC(=O)C1=N,-944.4897826,4.365284872,4.7239,1.694,-227.027,train
CC12COC(=O)OC3=NC(=NO3)N=C1OCO2,-924.5607414,5.799880424,4.9669,1.701,-140.972,test
CC(=O)C(O)(C=O)C(C#N)N1N=NC(O)=C1O,-904.6908442,4.12119682,5.7599,1.617,-102.604,train
CC1=C(O)C(O)=NC=CC(=O)OC(=N1)[N+]([O-])=O,-924.4931124,3.895068424,6.9566,1.696,-102.058,train
CC(O)C1=NC(=C(CO)N1C(=O)C=O)[N+]([O-])=O,-925.7359544,4.186776776,5.766,1.635,-139.507,train
CC1OC(=O)OCC2=C(OC(=O)O1)N(C)N=N2,-925.8474318,6.60017358,4.3577,1.601,-202.347,test
CC(=O)OC1=C(O)C(NC2=NC(O)=NN2)=NO1,-920.7875003,4.317936688,6.9997,1.706,-122.272,test
CC1=C(C#N)N(C2=NOC(O)=N2)C(=O)C(=N)O1,-882.4291658,4.76475116,2.7412,1.648,-39.87,test
CC(N=C1ON=C2C(=O)N(C=O)N=C2O1)C#N,-882.3630939,3.665674636,3.6031,1.631,-1.312,test
CCC(=O)C1=CN2C(O1)=NN=C2[N+]([O-])=O,-790.0924937,4.618896984,5.3636,1.59,-8.69,train
CC(=NO)C1(C=O)C(OC1=O)C(=O)NC(N)=O,-925.8226868,5.77974384,7.128,1.653,-197.415,train
CC(O)C(=O)OC1OC(=O)C(=N)OC(=O)C1O,-966.7899975,5.638787752,1.8338,1.624,-315.981,test
CC1=C(N)C(=O)C(=C2OC(=O)N=C2O1)[N+]([O-])=O,-923.3105202,3.12661284,8.205,1.718,-108.154,test
